model,iteration,max_change,max_abs_q
clean,89,0.41255071267408994,59.0608675606486
clean,90,0.40842520554735273,59.46929276619594
clean,91,0.40434095349186805,59.87363371968781
clean,92,0.4002975439569596,60.27393126364476
clean,93,0.39629456851738354,60.670225832162146
clean,94,0.39233162283221645,61.06255745499436
clean,95,0.3884083066038926,61.45096576159825
clean,96,0.3845242235378521,61.8354899851361
clean,97,0.3806789813024736,62.21616896643857
clean,98,0.37687219148945417,62.59304115792802
clean,99,0.373103469574545,62.966144627502565
clean,100,0.36937243487881233,63.33551706238137
clean,101,0.36567871053001255,63.70119577291138
clean,102,0.36202192342471307,64.0632176963361
clean,103,0.3584017041904701,64.42161940052657
clean,104,0.354817687148568,64.77643708767513
clean,105,0.35126951027707776,65.12770659795221
clean,106,0.3477568151743071,65.47546341312652
clean,107,0.34427924702256973,65.81974266014909
clean,108,0.34083645455234546,66.16057911470143
clean,109,0.3374280900068243,66.49800720470826
clean,110,0.33405380910674864,66.83206101381501
clean,111,0.33071327101568215,67.16277428483069
clean,112,0.327406138305534,67.49018042313622
clean,113,0.32413207692246715,67.81431250005869
clean,114,0.320890756153247,68.13520325621194
clean,115,0.3176818485917181,68.45288510480366
clean,116,0.3145050301057921,68.76739013490945
clean,117,0.3113599798047346,69.07875011471418
clean,118,0.30824638000669324,69.38699649472088
clean,119,0.30516391620662375,69.6921604109275
clean,120,0.30211227704455723,69.99427268797206
clean,121,0.2990911542741088,70.29336384224617
clean,122,0.29610024273137014,70.58946408497754
clean,123,0.2931392403040576,70.8826033252816
clean,124,0.2902078479010157,71.17281117318261
clean,125,0.28730576942200514,71.46011694260461
clean,126,0.2844327117277885,71.7445496543324
clean,127,0.28158838461051516,72.02613803894292
clean,128,0.2787725007644042,72.30491053970732
clean,129,0.2759847757567542,72.58089531546408
clean,130,0.27322492799919473,72.85412024346327
clean,131,0.2704926787192079,73.12461292218248
clean,132,0.2677877519320049,73.39240067411448
clean,133,0.26510987441268696,73.65751054852717
clean,134,0.2624587756685628,73.91996932419573
clean,135,0.25983418791187773,74.17980351210761
clean,136,0.2572358460327564,74.43703935814037
clean,137,0.2546634875724294,74.6917028457128
clean,138,0.2521168526967017,74.9438196984095
clean,139,0.24959568416973354,75.19341538257923
clean,140,0.24709972732804886,75.44051510990728
clean,141,0.24462873005475672,75.68514383996204
clean,142,0.2421824427542134,75.92732628271625
clean,143,0.23976061832667028,76.16708690104292
clean,144,0.23736301214340472,76.40444991318633
clean,145,0.23498938202196484,76.63943929520829
clean,146,0.23263948820175528,76.87207878341005
clean,147,0.2303130933197366,77.10239187672978
clean,148,0.2280099623865368,77.33040183911632
clean,149,0.2257298627626767,77.556131701879
clean,150,0.2234725641350508,77.77960426601405
clean,151,0.2212378384936926,78.00084210450774
clean,152,0.21902546010875312,78.2198675646165
clean,153,0.2168352055076639,78.43670277012416
clean,154,0.21466685345259862,78.65136962357676
clean,155,0.21252018491806268,78.86388980849482
clean,156,0.2103949830688805,79.0742847915637
clean,157,0.2082910332381971,79.2825758248019
clean,158,0.2062081229058208,79.48878394770772
clean,159,0.20414604167675066,79.69292998938447
clean,160,0.20210458125998798,79.89503457064446
clean,161,0.20008353544739066,80.09511810609185
clean,162,0.19808270009291107,80.29320080618476
clean,163,0.19610187309199034,80.48930267927675
clean,164,0.19414085436106632,80.68344353363781
clean,165,0.19219944581745096,80.87564297945526
clean,166,0.19027745135927887,81.06592043081454
clean,167,0.1883746768456831,81.25429510766023
clean,168,0.18649093007722684,81.44078603773745
clean,169,0.18462602077646295,81.62541205851392
clean,170,0.1827797605686925,81.80819181908261
clean,171,0.18095196296300742,81.98914378204562
clean,172,0.17914244333337592,82.16828622537899
clean,173,0.17735101890004046,82.34563724427903
clean,174,0.1755775087110436,82.52121475299008
clean,175,0.1738217336239387,82.69503648661401
clean,176,0.17208351628769947,82.86712000290171
clean,177,0.17036268112481423,83.03748268402653
clean,178,0.1686590543135651,83.2061417383401
clean,179,0.16697246377043484,83.37311420211053
clean,180,0.16530273913272708,83.53841694124326
clean,181,0.16364971174139953,83.70206665298466
clean,182,0.16201321462398255,83.86407986760864
clean,183,0.16039308247775352,84.02447295008639
clean,184,0.15878915165296803,84.18326210173936
clean,185,0.1572012601364463,84.3404633618758
clean,186,0.15562924753507446,84.49609260941088
clean,187,0.15407295505973195,84.65016556447061
clean,188,0.15253222550913392,84.80269778997975
clean,189,0.15100690325404287,84.95370469323379
clean,190,0.14949683422149462,85.10320152745528
clean,191,0.1480018658792801,85.25120339333456
clean,192,0.1465218472204981,85.39772524055506
clean,193,0.14505662874829284,85.54278186930333
clean,194,0.14360606246081886,85.68638793176414
clean,195,0.14217000183619177,85.82855793360034
clean,196,0.14074830181786524,85.96930623541817
clean,197,0.13934081879966698,86.10864705421784
clean,198,0.13794741061167315,86.24659446482951
clean,199,0.13656793650555699,86.38316240133504
clean,200,0.1352022571404632,86.5183646584755
clean,201,0.1338502345690813,86.65221489304459
clean,202,0.1325117322234064,86.78472662526798
clean,203,0.13118661490115358,86.91591324016913
clean,204,0.1298747487521439,87.04578798892128
clean,205,0.12857600126463353,87.1743639901859
clean,206,0.12729024125195565,87.30165423143785
clean,207,0.12601733883946054,87.42767157027731
clean,208,0.1247571654510864,87.55242873572837
clean,209,0.12350959379654114,87.67593832952491
clean,210,0.1222744978585979,87.79821282738351
clean,211,0.1210517528800068,87.91926458026349
clean,212,0.1198412353511884,88.03910581561468
clean,213,0.11864282299768547,88.15774863861236
clean,214,0.1174563947677143,88.27520503338008
clean,215,0.11628183082004284,88.3914868642001
clean,216,0.11511901251182621,88.50660587671193
clean,217,0.11396782238671221,88.62057369909864
clean,218,0.11282814416286158,88.7334018432615
clean,219,0.11169986272123822,88.84510170598271
clean,220,0.11058286409399898,88.95568457007671
clean,221,0.10947703545306808,89.06516160552978
clean,222,0.1083822650985411,89.17354387062831
clean,223,0.10729844244755782,89.28084231307587
clean,224,0.1062254580230757,89.38706777109894
clean,225,0.10516320344285646,89.49223097454178
clean,226,0.1041115714084242,89.59634254595021
clean,227,0.10307045569435047,89.69941300164453
clean,228,0.10203975113738295,89.80145275278191
clean,229,0.10101935362601466,89.90247210640791
clean,230,0.1000091600897548,90.00248126649767
clean,231,0.09900906848886848,90.10149033498652
clean,232,0.0980189778039744,90.1995093127905
clean,233,0.0970387880259409,90.29654810081642
clean,234,0.09606840014566842,90.39261650096209
clean,235,0.09510771614421287,90.4877242171063
clean,236,0.09415663898278126,90.58188085608907
clean,237,0.09321507259295458,90.67509592868203
clean,238,0.09228292186702447,90.76737885054904
clean,239,0.091360092648344,90.85873894319737
clean,240,0.09044649172186325,90.94918543491923
clean,241,0.08954202680462231,91.03872746172385
clean,242,0.08864660653659939,91.12737406826045
clean,243,0.08776014047123226,91.21513420873168
clean,244,0.08688253906653642,91.30201674779819
clean,245,0.08601371367585386,91.38803046147405
clean,246,0.08515357653911337,91.47318403801314
clean,247,0.08430204077370718,91.55748607878684
clean,248,0.08345902036596442,91.6409450991528
clean,249,0.08262443016231202,91.72356952931511
clean,250,0.08179818586069132,91.80536771517579
clean,251,0.08098020400207417,91.88634791917787
clean,252,0.08017040196205016,91.96651832113992
clean,253,0.07936869794245638,92.04588701908237
clean,254,0.07857501096300723,92.12446203004538
clean,255,0.07778926085339322,92.20225129089874
clean,256,0.0770113682448681,92.27926265914361
clean,257,0.0762412545624187,92.355503913706
clean,258,0.07547884201676425,92.43098275572277
clean,259,0.0747240535966256,92.50570680931939
clean,260,0.07397681306065351,92.57968362238005
clean,261,0.07323704493005323,92.65292066731008
clean,262,0.07250467448074005,92.72542534179081
clean,263,0.07177962773592128,92.79720496952673
clean,264,0.07106183145856448,92.8682668009853
clean,265,0.07035121314399362,92.93861801412929
clean,266,0.06964770101255624,93.00826571514183
clean,267,0.0689512240024186,93.07721693914425
clean,268,0.06826171176240337,93.14547865090663
clean,269,0.06757909464477052,93.2130577455514
clean,270,0.06690330369835351,93.27996104924972
clean,271,0.06623427066132592,93.34619531991105
clean,272,0.06557192795473554,93.41176724786578
clean,273,0.06491620867518577,93.47668345654097
clean,274,0.06426704658844073,93.5409505031294
clean,275,0.06362437612256144,93.60457487925196
clean,276,0.06298813236132617,93.66756301161327
clean,277,0.06235825103772186,93.72992126265098
clean,278,0.0617346685273219,93.7916559311783
clean,279,0.061117321842061756,93.85277325302036
clean,280,0.060506148623630907,93.91327940164399
clean,281,0.05990108713740483,93.9731804887814
clean,282,0.059302076266021686,94.03248256504742
clean,283,0.05870905550338534,94.09119162055077
clean,284,0.05812196494832733,94.1493135854991
clean,285,0.05754074529885145,94.20685433079795
clean,286,0.05696533784585256,94.2638196686438
clean,287,0.05639568446740384,94.32021535311121
clean,288,0.055831727622731364,94.37604708073393
clean,289,0.05527341034651556,94.43132049108044
clean,290,0.05472067624305055,94.48604116732349
clean,291,0.05417346948061663,94.54021463680408
clean,292,0.05363173478581018,94.59384637158989
clean,293,0.05309541743794455,94.64694178902782
clean,294,0.052564463263550465,94.69950625229137
clean,295,0.05203881863093329,94.75154507092229
clean,296,0.05151843044461657,94.8030635013669
clean,297,0.05100324614018348,94.85406674750709
clean,298,0.05049321367877724,94.90455996118585
clean,299,0.04998828154197099,94.95454824272781
clean,300,0.04948839872656663,95.00403664145438
clean,301,0.04899351473930835,95.05303015619366
clean,302,0.04850357959189466,95.10153373578555
clean,303,0.048018543795990354,95.14955227958153
clean,304,0.047538358358025334,95.19709063793955
clean,305,0.047062974774434,95.24415361271399
clean,306,0.046592345026695625,95.29074595774068
clean,307,0.046126421576445864,95.33687237931713
clean,308,0.04566515736067345,95.38253753667777
clean,309,0.04520850578705904,95.42774604246483
clean,310,0.044756420729186175,95.47250246319402
clean,311,0.044308856521908524,95.51681131971593
clean,312,0.04386576795668873,95.56067708767262
clean,313,0.04342711027712198,95.60410419794971
clean,314,0.04299283917434593,95.64709703712406
clean,315,0.04256291078259267,95.68965994790665
clean,316,0.04213728167478337,95.73179722958143
clean,317,0.041715908858051876,95.77351313843945
clean,318,0.041298749769438814,95.8148118882089
clean,319,0.04088576227175622,95.85569765048064
clean,320,0.04047690464902587,95.89617455512966
clean,321,0.04007213560255707,95.93624669073222
clean,322,0.03967141424652709,95.97591810497875
clean,323,0.03927470010407319,96.01519280508279
clean,324,0.03888195310300091,96.05407475818579
clean,325,0.03849313357197559,96.09256789175777
clean,326,0.038108202236273314,96.13067609399404
clean,327,0.037727120213901344,96.16840321420791
clean,328,0.037349849011761194,96.20575306321967
clean,329,0.036976350521641166,96.24272941374132
clean,330,0.036606587016422054,96.27933600075774
clean,331,0.03624052114625442,96.31557652190399
clean,332,0.03587811593479273,96.35145463783878
clean,333,0.03551933477544367,96.38697397261421
clean,334,0.035164141427685536,96.4221381140419
clean,335,0.03481250001343028,96.45695061405532
clean,336,0.03446437501328603,96.49141498906859
clean,337,0.03411973126314649,96.52553472033173
clean,338,0.03377853395053876,96.55931325428224
clean,339,0.03344074861102797,96.59275400289327
clean,340,0.03310634112490618,96.62586034401818
clean,341,0.03277527771365385,96.65863562173183
clean,342,0.03244752493651504,96.69108314666835
clean,343,0.032123049687157845,96.72320619635548
clean,344,0.031801819190263814,96.75500801554574
clean,345,0.03148380099837311,96.78649181654411
clean,346,0.03116896298838867,96.8176607795325
clean,347,0.030857273358520843,96.848518052891
clean,348,0.030548700624919434,96.87906675351591
clean,349,0.030243213618675213,96.90930996713458
clean,350,0.029940781482508783,96.93925074861708
clean,351,0.02964137366767261,96.96889212228473
clean,352,0.029344959930995174,96.99823708221572
clean,353,0.029051510331697727,97.0272885925474
clean,354,0.028760995228367392,97.05604958777576
clean,355,0.02847338527610077,97.08452297305183
clean,356,0.02818865142332072,97.11271162447515
clean,357,0.027906764909076287,97.14061838938422
clean,358,0.027627697260001582,97.16824608664422
clean,359,0.02735142028740256,97.1955975069316
clean,360,0.027077906084514325,97.22267541301612
clean,361,0.02680712702367316,97.24948254003978
clean,362,0.02653905575343174,97.27602159579321
clean,363,0.026273665195915896,97.30229526098913
clean,364,0.026010928543968248,97.32830618953307
clean,365,0.025750819258504976,97.35405700879157
clean,366,0.025493311065929447,97.3795503198575
clean,367,0.025238377955290048,97.40478869781276
clean,368,0.024985994175708015,97.42977469198847
clean,369,0.024736134233947382,97.45451082622242
clean,370,0.02448877289162965,97.47899959911403
clean,371,0.02424388516269005,97.50324348427671
clean,372,0.02400144631106116,97.52724493058777
clean,373,0.023761431847958647,97.55100636243571
clean,374,0.02352381752946542,97.57453017996518
clean,375,0.02328857935417261,97.59781875931935
clean,376,0.02305569356065007,97.62087445288
clean,377,0.022825136625044706,97.64369958950503
clean,378,0.022596885258778343,97.6662964747638
clean,379,0.022370916406202923,97.68866739117
clean,380,0.02214720724214203,97.71081459841213
clean,381,0.02192573516971663,97.73274033358184
clean,382,0.02170647781801449,97.75444681139986
clean,383,0.02148941303983065,97.77593622443969
clean,384,0.021274518909450535,97.79721074334913
clean,385,0.021061773720347787,97.81827251706947
clean,386,0.020851155983137915,97.83912367305261
clean,387,0.020642644423304546,97.85976631747592
clean,388,0.020436217979096227,97.880202535455
clean,389,0.020231855799295317,97.9004343912543
clean,390,0.020029537241299522,97.92046392849556
clean,391,0.01982924186887658,97.94029317036444
clean,392,0.01963094945018895,97.95992411981463
clean,393,0.019434639955690614,97.97935875977032
clean,394,0.019240293556151755,97.99859905332646
clean,395,0.019047890620569774,98.01764694394701
clean,396,0.018857411714378713,98.03650435566139
clean,397,0.018668837597218157,98.05517319325861
clean,398,0.01848214922125635,98.07365534247985
clean,399,0.018297327729030144,98.09195267020887
clean,400,0.0181143544517397,98.11006702466061
clean,401,0.017933210907244757,98.12800023556785
clean,402,0.017753878798160372,98.14575411436601
clean,403,0.01757634001020847,98.1633304543762
clean,404,0.017400576610057783,98.18073103098625
clean,405,0.017226570843988043,98.19795760183024
clean,406,0.017054305135545178,98.21501190696578
clean,407,0.01688376208419129,98.23189566904996
clean,408,0.01671492446334355,98.2486105935133
clean,409,0.016547775218711536,98.265158368732
clean,410,0.016382297466520868,98.28154066619852
clean,411,0.016218474491864754,98.29775914069039
clean,412,0.016056289746941843,98.31381543043733
clean,413,0.01589572684949303,98.3297111572868
clean,414,0.015736769580954046,98.34544792686775
clean,415,0.01557940188517648,98.36102732875293
clean,416,0.015423607866324573,98.37645093661922
clean,417,0.015269371787624664,98.39172030840685
clean,418,0.01511667806975936,98.4068369864766
clean,419,0.014965511289091182,98.42180249776567
clean,420,0.014815856176156217,98.43661835394182
clean,421,0.014667697614413555,98.45128605155624
clean,422,0.014521020638284199,98.46580707219452
clean,423,0.014375810431900504,98.48018288262642
clean,424,0.01423205232758562,98.49441493495401
clean,425,0.014089731804304506,98.50850466675831
clean,426,0.013948834486285477,98.52245350124457
clean,427,0.013809346141385959,98.53626284738596
clean,428,0.013671252679984036,98.54993410006591
clean,429,0.013534540153159469,98.56346864021907
clean,430,0.013399194751627874,98.5768678349707
clean,431,0.01326520280412069,98.59013303777482
clean,432,0.0131325507761062,98.60326558855093
clean,433,0.013001225268340022,98.61626681381927
clean,434,0.01287121301565719,98.62913802683492
clean,435,0.012742500885494223,98.6418805277204
clean,436,0.01261507587662436,98.65449560359703
clean,437,0.012488925117864369,98.66698452871488
clean,438,0.0123640358666961,98.67934856458157
clean,439,0.012240395508030133,98.69158896008958
clean,440,0.012117991552941021,98.70370695164252
clean,441,0.011996811637430937,98.71570376327992
clean,442,0.011876843521022806,98.72758060680094
clean,443,0.011758075085822384,98.73933868188676
clean,444,0.011640494334983487,98.75097917622173
clean,445,0.011524089391613757,98.76250326561335
clean,446,0.011408848497694635,98.77391211411104
clean,447,0.01129476001271712,98.78520687412374
clean,448,0.011181812412587533,98.79638868653633
clean,449,0.011069994288476437,98.80745868082481
clean,450,0.010959294345596504,98.8184179751704
clean,451,0.010849701402150913,98.82926767657254
clean,452,0.010741204388111214,98.84000888096064
clean,453,0.010633792344236781,98.85064267330488
clean,454,0.010527454420795834,98.86117012772566
clean,455,0.01042217987657068,98.87159230760221
clean,456,0.01031795807780611,98.88191026568002
clean,457,0.010214778497029897,98.89212504417704
clean,458,0.010112630712043824,98.90223767488908
clean,459,0.010011504404928928,98.91224917929401
clean,460,0.009911389360880207,98.92216056865489
clean,461,0.009812275467282916,98.93197284412217
clean,462,0.00971415271263254,98.94168699683479
clean,463,0.009617011185483193,98.95130400802027
clean,464,0.009520841073637598,98.96082484909391
clean,465,0.009425632662896533,98.9702504817568
clean,466,0.00933137633626302,98.97958185809307
clean,467,0.009238062572919148,98.98881992066599
clean,468,0.009145681947188677,98.99796560261318
clean,469,0.009054225127712812,99.00701982774088
clean,470,0.008963682876441226,99.01598351061732
clean,471,0.008874046047665729,99.02485755666498
clean,472,0.008785305587196035,99.03364286225217
clean,473,0.008697452531308159,99.04234031478347
clean,474,0.008610478006033873,99.05095079278948
clean,475,0.008524373225952786,99.05947516601543
clean,476,0.008439129493694963,99.06791429550913
clean,477,0.008354738198761424,99.07626903370787
clean,478,0.008271190816756757,99.08454022452463
clean,479,0.008188478908607522,99.09272870343322
clean,480,0.008106594119496435,99.1008352975527
clean,481,0.00802552817830815,99.10886082573101
clean,482,0.007945272896520805,99.11680609862753
clean,483,0.00786582016756654,99.12467191879507
clean,484,0.007787161965879363,99.13245908076095
clean,485,0.007709290346213038,99.14016837110717
clean,486,0.0076321974427600026,99.14780056854993
clean,487,0.007555875468341355,99.15535644401825
clean,488,0.007480316713667889,99.16283676073192
clean,489,0.007405513546530074,99.17024227427844
clean,490,0.007331458411044878,99.17757373268948
clean,491,0.007258143826945229,99.18483187651641
clean,492,0.00718556238868473,99.1920174389051
clean,493,0.007113706764798167,99.19913114566987
clean,494,0.007042569697134127,99.206173715367
clean,495,0.006972144000158664,99.21314585936716
clean,496,0.006902422560173704,99.2200482819273
clean,497,0.006833398334578078,99.22688168026188
clean,498,0.006765064351228034,99.23364674461311
clean,499,0.006697413707712485,99.2403441583208
clean,500,0.006630439570628255,99.24697459789142
clean,501,0.006564135174926378,99.25353873306635
clean,502,0.006498493823187346,99.26003722688954
clean,503,0.006433508884967409,99.26647073577448
clean,504,0.006369173796088035,99.27283990957056
clean,505,0.006305482058124312,99.27914539162869
clean,506,0.006242427237566517,99.28538781886624
clean,507,0.006180002965166409,99.2915678218314
clean,508,0.00611820293553933,99.29768602476695
clean,509,0.006057020906197863,99.30374304567312
clean,510,0.0059964506971113,99.30973949637023
clean,511,0.005936486190151413,99.31567598256038
clean,512,0.005877121328239809,99.32155310388862
clean,513,0.0058183501149642325,99.32737145400358
clean,514,0.0057601666138111796,99.33313162061738
clean,515,0.0057025649476543094,99.33883418556502
clean,516,0.005645539298186009,99.3444797248632
clean,517,0.0055890839052210595,99.35006880876841
clean,518,0.005533193066170838,99.35560200183458
clean,519,0.0054778611355033036,99.36107986297009
clean,520,0.005423082524146139,99.36650294549422
clean,521,0.005368851698904109,99.37187179719312
clean,522,0.005315163181919047,99.37718696037503
clean,523,0.005262011550087209,99.3824489719251
clean,524,0.005209391434576105,99.38765836335968
clean,525,0.005157297520256066,99.39281566087993
clean,526,0.005105724545046542,99.39792138542498
clean,527,0.005054667299617677,99.40297605272457
clean,528,0.005004120626594499,99.40798017335116
clean,529,0.004954079420329549,99.41293425277149
clean,530,0.004904538626135491,99.41783879139761
clean,531,0.004855493239872999,99.42269428463749
clean,532,0.00480693830746759,99.42750122294494
clean,533,0.004758868924383819,99.43226009186931
clean,534,0.004711280235142112,99.43697137210445
clean,535,0.004664167432792965,99.44163553953724
clean,536,0.004617525758476404,99.4462530652957
clean,537,0.004571350500881977,99.45082441579659
clean,538,0.004525636995865057,99.45535005279244
clean,539,0.004480380625906832,99.45983043341835
clean,540,0.004435576819659559,99.46426601023798
clean,541,0.00439122105146339,99.46865723128944
clean,542,0.0043473088409626826,99.47300454013038
clean,543,0.004303835752523355,99.4773083758829
clean,544,0.004260797395019722,99.48156917327792
clean,545,0.004218189421067109,99.48578736269899
clean,546,0.004176007526851322,99.48996337022584
clean,547,0.004134247451588635,99.49409761767743
clean,548,0.0040929049770710435,99.4981905226545
clean,549,0.004051975927310991,99.50224249858178
clean,550,0.004011456168029781,99.50625395474981
clean,551,0.003971341606344936,99.51022529635615
clean,552,0.003931628190287029,99.51415692454641
clean,553,0.0038923119083591473,99.51804923645477
clean,554,0.003853388789295309,99.52190262524407
clean,555,0.003814854901406761,99.52571748014547
clean,556,0.003776706352411452,99.52949418649786
clean,557,0.003738939288851384,99.53323312578671
clean,558,0.0037015498959789284,99.53693467568269
clean,559,0.00366453439701786,99.54059921007968
clean,560,0.0036278890530212493,99.5442270991327
clean,561,0.003591610162501979,99.5478187092952
clean,562,0.0035556940608785226,99.55137440335608
clean,563,0.00352013712027599,99.55489454047635
clean,564,0.003484935749071383,99.55837947622543
clean,565,0.003450086391580953,99.561829562617
clean,566,0.0034155855276765124,99.56524514814468
clean,567,0.0033814296724017368,99.56862657781706
clean,568,0.0033476153756595295,99.57197419319272
clean,569,0.0033141392219135923,99.57528833241463
clean,570,0.0032809978297052567,99.57856933024432
clean,571,0.003248187851397688,99.5818175180957
clean,572,0.0032157059728774584,99.58503322406858
clean,573,0.003183548913156642,99.58821677298174
clean,574,0.0031517134240317546,99.59136848640576
clean,575,0.0031201962897711155,99.59448868269551
clean,576,0.003088994326887473,99.5975776770224
clean,577,0.0030581043836264143,99.60063578140603
clean,578,0.0030275233397958345,99.6036633047458
clean,579,0.002997248106396455,99.60666055285219
clean,580,0.0029672756253233956,99.60962782847749
clean,581,0.002937602869039324,99.61256543134652
clean,582,0.002908226840375505,99.6154736581869
clean,583,0.0028791445719633657,99.61835280275886
clean,584,0.0028503531262629167,99.62120315588511
clean,585,0.002821849594980108,99.62402500548008
clean,586,0.0027936310990384072,99.62681863657912
clean,587,0.0027656947880245752,99.62958433136714
clean,588,0.0027380378401602457,99.6323223692073
clean,589,0.0027106574617619117,99.63503302666906
clean,590,0.0026835508871556613,99.6377165775562
clean,591,0.002656715378279273,99.64037329293448
clean,592,0.002630148224497475,99.64300344115895
clean,593,0.002603846742246674,99.6456072879012
clean,594,0.002577808274821791,99.64818509617601
clean,595,0.0025520301920778365,99.65073712636809
clean,596,0.002526509890174111,99.65326363625825
clean,597,0.00250124479126157,99.65576488104949
clean,598,0.002476232343326501,99.65824111339282
clean,599,0.002451470019920521,99.66069258341274
clean,600,0.0024269553197200366,99.66311953873246
clean,601,0.002402685766526247,99.66552222449896
clean,602,0.0023786589088530263,99.66790088340781
clean,603,0.002354872319756396,99.67025575572757
clean,604,0.002331323596578727,99.67258707932415
clean,605,0.002308010360607682,99.67489508968474
clean,606,0.002284930256990947,99.67718001994172
clean,607,0.002262080954437806,99.67944210089615
clean,608,0.0022394601448922913,99.68168156104105
clean,609,0.002217065543433705,99.68389862658448
clean,610,0.0021948948880066155,99.68609352147246
clean,611,0.0021729459391082173,99.68826646741157
clean,612,0.0021512164797172773,99.69041768389127
clean,613,0.002129704314938863,99.69254738820621
clean,614,0.0021084072717911795,99.694655795478
clean,615,0.002087323199063462,99.69674311867705
clean,616,0.00206644996706018,99.69880956864411
clean,617,0.0020457854674020837,99.70085535411151
clean,618,0.0020253276127277786,99.70288068172424
clean,619,0.0020050743366226698,99.70488575606083
clean,620,0.001985023593206847,99.70687077965404
clean,621,0.0019651733572771946,99.70883595301132
clean,622,0.0019455216237247441,99.71078147463504
clean,623,0.0019260664074920442,99.7127075410425
clean,624,0.0019068057434168395,99.71461434678592
clean,625,0.001887737685990487,99.71650208447188
clean,626,0.0018688603091021605,99.71837094478099
clean,627,0.00185017170603885,99.72022111648702
clean,628,0.001831669988973772,99.722052786476
clean,629,0.001813353289094266,99.7238661397651
clean,630,0.0017952197562038918,99.72566135952127
clean,631,0.0017772675586229525,99.72743862707989
clean,632,0.0017594948830463863,99.72919812196294
clean,633,0.0017418999342027064,99.73094002189714
